Timestamp,ViolationID,LicensePlate,Image,Video
20251121_191416,1,RED LIGHT JUMP,Unknown,0.00,violations/violation_1_20251121_191416.jpg,N/A
20251121_191422,2,RED LIGHT JUMP,Unknown,0.00,violations/violation_2_20251121_191422.jpg,N/A
20251121_191431,3,OVERSPEEDING,Unknown,72.00,violations/violation_3_20251121_191431.jpg,N/A
20251121_191706,1,RED LIGHT JUMP,Unknown,0.00,violations/violation_1_20251121_191706.jpg,N/A
20251121_191712,2,RED LIGHT JUMP,Unknown,0.00,violations/violation_2_20251121_191712.jpg,N/A
20251121_191721,3,OVERSPEEDING,Unknown,72.00,violations/violation_3_20251121_191721.jpg,N/A
20251121_191741,4,OVERSPEEDING,Unknown,54.00,violations/violation_4_20251121_191741.jpg,N/A
20251121_191744,5,RED LIGHT JUMP,Unknown,0.00,violations/violation_5_20251121_191744.jpg,N/A
20251121_191751,6,RED LIGHT JUMP,Unknown,0.00,violations/violation_6_20251121_191751.jpg,N/A
20251121_191759,7,OVERSPEEDING,Unknown,72.00,violations/violation_7_20251121_191759.jpg,N/A
20251121_191823,1,OVERSPEEDING,452000424FEQ,216.00,violations/violation_1_20251121_191823.jpg,N/A
20251121_191824,2,RED LIGHT JUMP,Unknown,0.00,violations/violation_2_20251121_191824.jpg,N/A
20251121_191831,3,RED LIGHT JUMP,Unknown,0.00,violations/violation_3_20251121_191831.jpg,N/A
20251121_191836,4,OVERSPEEDING,IB5576,216.00,violations/violation_4_20251121_191836.jpg,N/A
20251121_191840,5,OVERSPEEDING,Unknown,72.00,violations/violation_5_20251121_191840.jpg,N/A
20251121_191852,6,OVERSPEEDING,Unknown,216.00,violations/violation_6_20251121_191852.jpg,N/A
20251121_191854,7,OVERSPEEDING,Unknown,216.00,violations/violation_7_20251121_191854.jpg,N/A
20251121_191901,8,OVERSPEEDING,Unknown,54.00,violations/violation_8_20251121_191901.jpg,N/A
20251121_191904,9,OVERSPEEDING,452000424FEQ,216.00,violations/violation_9_20251121_191904.jpg,N/A
20251121_191918,1,OVERSPEEDING,452000424FEQ,216.00,violations/violation_1_20251121_191918.jpg,N/A
20251121_191919,2,RED LIGHT JUMP,Unknown,90.00,violations/violation_2_20251121_191919.jpg,N/A
20251121_191926,3,RED LIGHT JUMP,Unknown,90.00,violations/violation_3_20251121_191926.jpg,N/A
20251121_191931,4,OVERSPEEDING,IB5576,216.00,violations/violation_4_20251121_191931.jpg,N/A
20251121_191935,5,OVERSPEEDING,Unknown,72.00,violations/violation_5_20251121_191935.jpg,N/A
